names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Street Wraith,Creature,Wraith,Future Sight,Uncommon,5,Black,True,False,True,True,b'Cyril Van Der Haegen',3.21
Tombstalker,Creature,Demon,Future Sight,Rare,8,Black,True,False,True,True,b'Aleksi Briclot',0.73
Witch's Mist,Enchantment,None,Future Sight,Uncommon,3,Black,True,False,True,False,b'Ittoku',0.12
Yixlid Jailer,Creature,Zombie Wizard,Future Sight,Uncommon,2,Black,True,False,True,True,b'Matt Cavotta',1.08
Bogardan Lancer,Creature,Human Knight,Future Sight,Common,2,Red,True,False,True,False,b'Jim Murray',0.07
Char-Rumbler,Creature,Elemental,Future Sight,Uncommon,4,Red,True,False,True,False,b'Kev Walker',0.11
Emberwilde Augur,Creature,Goblin Shaman,Future Sight,Common,2,Red,True,False,True,True,b'Brandon Kitkouski',0.1
Fatal Attraction,Enchantment,Aura,Future Sight,Common,3,Red,True,False,True,False,b'Zoltan Boros',0.06
Gathan Raiders,Creature,Human Warrior,Future Sight,Common,5,Red,True,False,True,True,b'Paolo Parente',0.12
Haze of Rage,Sorcery,None,Future Sight,Uncommon,2,Red,True,False,True,False,b'Paolo Parente',0.67
Magus of the Moon,Creature,Human Wizard,Future Sight,Rare,3,Red,True,False,True,True,b'Franz Vohwinkel',11.98
Molten Disaster,Sorcery,None,Future Sight,Rare,3,Red,True,False,True,True,b'Ittoku',0.3
Pact of the Titan,"Color Indicator: Red
          Instant",None,Future Sight,Rare,0,Colorless,True,False,True,False,b'Raymond Swanland',1.65
Pyromancer's Swath,Enchantment,None,Future Sight,Rare,3,Red,True,False,True,True,b'Hideaki Takamura',0.46
Riddle of Lightning,Instant,None,Future Sight,Common,5,Red,True,False,True,True,b'Daren Bader',0.05
Rift Elemental,Creature,Elemental,Future Sight,Common,1,Red,True,False,True,True,b'Ron Spears',0.16
Scourge of Kher Ridges,Creature,Dragon,Future Sight,Rare,8,Red,True,False,True,False,b'Daren Bader',2.49
Sparkspitter,Creature,Elemental Spellshaper,Future Sight,Uncommon,3,Red,True,False,True,True,b'Dan Scott',0.12
Bloodshot Trainee,Creature,Goblin Warrior,Future Sight,Uncommon,4,Red,True,False,True,True,b'Lucio Parrillo',0.1
Boldwyr Intimidator,Creature,Giant Warrior,Future Sight,Uncommon,7,Red,True,False,True,True,b'Esad Ribic',0.1
Emblem of the Warmind,Enchantment,Aura,Future Sight,Uncommon,2,Red,True,False,True,False,b'Paolo Parente',0.21
Flowstone Embrace,Enchantment,Aura,Future Sight,Common,2,Red,True,False,True,False,b'Vance Kovacs',0.05
Fomori Nomad,Creature,Nomad Giant,Future Sight,Common,5,Red,True,False,True,False,b'Raymond Swanland',0.04
Ghostfire,Instant,None,Future Sight,Common,3,Red,True,False,True,True,b'Cyril Van Der Haegen',0.06
Grinning Ignus,Creature,Elemental,Future Sight,Common,3,Red,True,False,True,True,b'James Kei',0.15
Henchfiend of Ukor,Creature,Ogre,Future Sight,Common,4,Red,True,False,True,False,b'Nils Hamm',0.12
Homing Sliver,Creature,Sliver,Future Sight,Common,3,Red,True,False,True,True,b'Trevor Hairsine',0.52
Shah of Naar Isle,Creature,Efreet,Future Sight,Rare,4,Red,True,False,True,False,b'Jon Foster',0.29
Skizzik Surger,Creature,Elemental,Future Sight,Uncommon,6,Red,True,False,True,False,b'Lucio Parrillo',0.1
Steamflogger Boss,Creature,Goblin Rigger,Future Sight,Rare,4,Red,True,False,True,True,b'Warren Mahy',0.55
Storm Entity,Creature,Elemental,Future Sight,Uncommon,2,Red,True,False,True,True,b'Lucio Parrillo',0.23
Tarox Bladewing,Legendary Creature,Dragon,Future Sight,Rare,5,Red,True,False,True,False,b'Aleksi Briclot',0.41
Thunderblade Charge,Sorcery,None,Future Sight,Rare,3,Red,True,False,True,False,b'Justin Murray',0.26
Force of Savagery,Creature,Elemental,Future Sight,Rare,3,Green,True,False,True,False,b'Dan Scott',0.77
Heartwood Storyteller,Creature,Treefolk,Future Sight,Rare,3,Green,True,False,True,False,b'Anthony S. Waters',6.19
Kavu Primarch,Creature,Kavu,Future Sight,Common,4,Green,True,False,True,True,b'Kev Walker',0.07
Llanowar Augur,Creature,Elf Shaman,Future Sight,Common,1,Green,True,False,True,False,b'Tsutomu Kawade',0.2
Llanowar Empath,Creature,Elf Shaman,Future Sight,Common,4,Green,True,False,True,True,b'Warren Mahy',0.08
Llanowar Mentor,Creature,Elf Spellshaper,Future Sight,Uncommon,1,Green,True,False,True,False,b'Trevor Hairsine',0.49
Magus of the Vineyard,Creature,Human Wizard,Future Sight,Rare,1,Green,True,False,True,True,b'Jim Murray',0.92
Quiet Disrepair,Enchantment,Aura,Future Sight,Common,2,Green,True,False,True,True,b'Glen Angus',0.14
Ravaging Riftwurm,Creature,Wurm,Future Sight,Uncommon,3,Green,True,False,True,False,b'Michael Phillippi',0.29
Riftsweeper,Creature,Elf Shaman,Future Sight,Uncommon,2,Green,True,False,True,True,b'Brian Despain',2.23
Rites of Flourishing,Enchantment,None,Future Sight,Rare,3,Green,True,False,True,True,b'Brandon Kitkouski',2.28
Sprout Swarm,Instant,None,Future Sight,Common,2,Green,True,False,True,False,b'Chippy',0.54
Summoner's Pact,"Color Indicator: Green
          Instant",None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Chippy',17.04
Utopia Mycon,Creature,Fungus,Future Sight,Uncommon,1,Green,True,False,True,False,b'Anthony S. Waters',3.31
Wrap in Vigor,Instant,None,Future Sight,Common,2,Green,True,False,True,True,b'John Donahue',0.48
"Baru, Fist of Krosa",Legendary Creature,Human Druid,Future Sight,Rare,5,Green,True,False,True,False,b'Lucio Parrillo',2.28
Centaur Omenreader,Snow Creature,Centaur Shaman,Future Sight,Uncommon,4,Green,True,False,True,False,b'Justin Sweet',0.23
Edge of Autumn,Sorcery,None,Future Sight,Common,2,Green,True,False,True,True,b'Jean-S\xc3\xa9bastien Rossbach',0.74
Imperiosaur,Creature,Dinosaur,Future Sight,Uncommon,4,Green,True,False,True,True,b'Lars Grant-West',0.13
Muraganda Petroglyphs,Enchantment,None,Future Sight,Rare,4,Green,True,False,True,False,b'Scott Altmann',3.53
Nacatl War-Pride,Creature,Cat Warrior,Future Sight,Uncommon,6,Green,True,False,True,True,b'James Kei',1.05
Nessian Courser,Creature,Centaur Warrior,Future Sight,Common,3,Green,True,False,True,True,b'Vance Kovacs',0.07
Phosphorescent Feast,Sorcery,None,Future Sight,Uncommon,5,Green,True,False,True,True,b'David Hudnut',0.12
Quagnoth,Creature,Beast,Future Sight,Rare,6,Green,True,False,True,False,b'Thomas M. Baxa',0.29
Spellwild Ouphe,Creature,Ouphe,Future Sight,Uncommon,2,Green,True,False,True,False,b'Scott Altmann',0.14
Sporoloth Ancient,Creature,Fungus,Future Sight,Common,5,Green,True,False,True,True,b'James Kei',0.19
Tarmogoyf,Creature,Lhurgoyf,Future Sight,Rare,2,Green,True,False,True,True,b'Justin Murray',68.97
Thornweald Archer,Creature,Elf Archer,Future Sight,Common,2,Green,True,False,True,True,b'Dave Kendall',0.13
Virulent Sliver,Creature,Sliver,Future Sight,Common,1,Green,True,False,True,True,b'Franz Vohwinkel',0.91
Glittering Wish,Sorcery,None,Future Sight,Rare,2,Gold,True,False,True,True,b'John Donahue',4.86
Jhoira of the Ghitu,Legendary Creature,Human Wizard,Future Sight,Rare,3,Gold,True,False,True,True,b'Kev Walker',1.47
Sliver Legion,Legendary Creature,Sliver,Future Sight,Rare,5,Gold,True,False,True,True,b'Ron Spears',59.85
Akroma's Memorial,Legendary Artifact,None,Future Sight,Rare,7,Colorless,True,False,True,True,b'Dan Scott',22.96
Cloud Key,Artifact,None,Future Sight,Rare,3,Colorless,True,False,True,False,b'Trevor Hairsine',20.94
Coalition Relic,Artifact,None,Future Sight,Rare,3,Colorless,True,False,True,True,b'Donato Giancola',5.76
Epochrasite,Artifact Creature,Construct,Future Sight,Rare,2,Colorless,True,False,True,True,b'Michael Bruinsma',0.36
Sliversmith,Artifact Creature,Spellshaper,Future Sight,Uncommon,2,Colorless,True,False,True,False,b'John Avon',0.3
Soultether Golem,Artifact Creature,Golem,Future Sight,Uncommon,2,Colorless,True,False,True,False,b'Paolo Parente',0.14
Sword of the Meek,Artifact,Equipment,Future Sight,Uncommon,2,Colorless,True,False,True,False,b'Franz Vohwinkel',10.79
Veilstone Amulet,Artifact,None,Future Sight,Rare,3,Colorless,True,False,True,False,b'Martina Pilcerova',2.68
Darksteel Garrison,Artifact,Fortification,Future Sight,Rare,2,Colorless,True,False,True,True,b'David Martin',0.76
Whetwheel,Artifact,None,Future Sight,Rare,4,Colorless,True,False,True,False,b'Cyril Van Der Haegen',0.34
Dakmor Salvage,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'John Avon',0.82
Keldon Megaliths,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Philip Straub',0.18
Llanowar Reborn,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Philip Straub',1.9
New Benalia,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Richard Wright',0.14
Tolaria West,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Khang Le',6.78
Dryad Arbor,"Color Indicator: Green
          Land Creature",Forest Dryad,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Eric Fortune',13.81
Graven Cairns,Land,None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Anthony S. Waters',6.85
Grove of the Burnwillows,Land,None,Future Sight,Rare,0,Colorless,True,False,True,True,b'David Hudnut',9.91
Horizon Canopy,Land,None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Michael Komarck',39.11
Nimbus Maze,Land,None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Jason Chan',3.6
River of Tears,Land,None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Chris J. Anderson',2.46
Zoetic Cavern,Land,None,Future Sight,Uncommon,0,Colorless,True,False,True,True,b'Lars Grant-West',0.23
Aven Riftwatcher,Creature,Bird Rebel Soldier,Planar Chaos,Common,3,White,True,False,True,True,b'Don Hazeltine',0.14
"Crovax, Ascendant Hero",Legendary Creature,Human Noble,Planar Chaos,Rare,6,White,True,False,True,False,b'Pete Venters',1.18
Dawn Charm,Instant,None,Planar Chaos,Common,2,White,True,False,True,True,b'John Avon',0.61
Dust Elemental,Creature,Elemental,Planar Chaos,Rare,4,White,True,False,True,False,b'rk post',0.4
Ghost Tactician,Creature,Spirit Spellshaper,Planar Chaos,Common,5,White,True,False,True,False,b'Zoltan Boros',0.04
Magus of the Tabernacle,Creature,Human Wizard,Planar Chaos,Rare,4,White,True,False,True,False,b'Randy Gallegos',0.55
Mantle of Leadership,Enchantment,Aura,Planar Chaos,Uncommon,2,White,True,False,True,False,b'Thomas M. Baxa',0.18
Pallid Mycoderm,Creature,Fungus,Planar Chaos,Common,4,White,True,False,True,True,b'Jim Nelson',0.16
Poultice Sliver,Creature,Sliver,Planar Chaos,Common,3,White,True,False,True,False,b'Randy Gallegos',0.21
Rebuff the Wicked,Instant,None,Planar Chaos,Uncommon,1,White,True,False,True,False,b'Stephen Tappin',2.5
Retether,Sorcery,None,Planar Chaos,Rare,4,White,True,False,True,False,b'Dan Scott',4.77
Saltblast,Sorcery,None,Planar Chaos,Uncommon,5,White,True,False,True,True,b'Paolo Parente',0.1
Saltfield Recluse,Creature,Human Rebel Cleric,Planar Chaos,Common,3,White,True,False,True,True,b'Brian Despain',0.08
Serra's Boon,Enchantment,Aura,Planar Chaos,Uncommon,3,White,True,False,True,True,b'Steven Belledin',0.24
Stonecloaker,Creature,Gargoyle,Planar Chaos,Uncommon,3,White,True,False,True,True,b'Tomas Giorello',0.28
Stormfront Riders,Creature,Human Soldier,Planar Chaos,Uncommon,5,White,True,False,True,True,b'Wayne Reynolds',0.19
Voidstone Gargoyle,Creature,Gargoyle,Planar Chaos,Rare,5,White,True,False,True,False,b'Terese Nielsen',0.23
Whitemane Lion,Creature,Cat,Planar Chaos,Common,2,White,True,False,True,True,b'Zoltan Boros',0.15
Calciderm,Creature,Beast,Planar Chaos,Uncommon,4,White,True,False,True,True,b'Dave Kendall',0.12
Malach of the Dawn,Creature,Angel,Planar Chaos,Uncommon,4,White,True,False,True,False,b'Steve Prescott',0.14
Mana Tithe,Instant,None,Planar Chaos,Common,1,White,True,False,True,True,b'Martina Pilcerova',0.99
Mesa Enchantress,Creature,Human Druid,Planar Chaos,Rare,3,White,True,False,True,True,b'Randy Gallegos',0.59
Mycologist,Creature,Human Druid,Planar Chaos,Uncommon,2,White,True,False,True,False,b'Kev Walker',0.23
Porphyry Nodes,Enchantment,None,Planar Chaos,Rare,1,White,True,False,True,False,b'Alan Pollack',2.26
Revered Dead,Creature,Spirit Soldier,Planar Chaos,Common,2,White,True,False,True,False,b'Ron Spears',0.09
Sinew Sliver,Creature,Sliver,Planar Chaos,Common,2,White,True,False,True,True,b'Steven Belledin',2.51
Sunlance,Sorcery,None,Planar Chaos,Common,1,White,True,False,True,True,b'Volkan Ba\xc7\xb5a',0.15
Aquamorph Entity,Creature,Shapeshifter,Planar Chaos,Common,4,Blue,True,False,True,True,b'Brian Despain',0.06
Auramancer's Guise,Enchantment,Aura,Planar Chaos,Uncommon,4,Blue,True,False,True,False,b'Greg Staples',0.85
Body Double,Creature,Shapeshifter,Planar Chaos,Rare,5,Blue,True,False,True,True,b'Steve Prescott',1.01
"Braids, Conjurer Adept",Legendary Creature,Human Wizard,Planar Chaos,Rare,4,Blue,True,False,True,False,b'Zoltan Boros',3.24
Chronozoa,Creature,Illusion,Planar Chaos,Rare,4,Blue,True,False,True,False,b'James Wong',0.83
Dismal Failure,Instant,None,Planar Chaos,Uncommon,4,Blue,True,False,True,False,b'Dan Scott',0.23
Dreamscape Artist,Creature,Human Spellshaper,Planar Chaos,Common,2,Blue,True,False,True,True,b'Jim Murray',0.23
Erratic Mutation,Instant,None,Planar Chaos,Common,3,Blue,True,False,True,True,b'Zoltan Boros',0.06
Jodah's Avenger,Creature,Shapeshifter,Planar Chaos,Uncommon,6,Blue,True,False,True,False,b'Pete Venters',0.22
Magus of the Bazaar,Creature,Human Wizard,Planar Chaos,Rare,2,Blue,True,False,True,True,b'Rob Alexander',0.42
Pongify,Instant,None,Planar Chaos,Uncommon,1,Blue,True,False,True,True,b'Heather Hudson',3.59
Reality Acid,Enchantment,Aura,Planar Chaos,Common,3,Blue,True,False,True,False,b'James Wong',0.43
Shaper Parasite,Creature,Illusion,Planar Chaos,Common,3,Blue,True,False,True,True,b'rk post',0.08
Spellshift,Instant,None,Planar Chaos,Rare,4,Blue,True,False,True,False,b'Stephen Tappin',0.28
Synchronous Sliver,Creature,Sliver,Planar Chaos,Common,5,Blue,True,False,True,False,b'E. M. Gist',0.22
Tidewalker,Creature,Elemental,Planar Chaos,Uncommon,3,Blue,True,False,True,False,b'Dave Kendall',0.08
Timebender,Creature,Human Wizard,Planar Chaos,Uncommon,1,Blue,True,False,True,False,b'Zoltan Boros',0.29
Venarian Glimmer,Instant,None,Planar Chaos,Uncommon,2,Blue,True,False,True,False,b'John Avon',0.12
Wistful Thinking,Sorcery,None,Planar Chaos,Common,3,Blue,True,False,True,False,b'Brian Despain',0.13
Frozen Aether,Enchantment,None,Planar Chaos,Uncommon,4,Blue,True,False,True,True,b'Dan Dos Santos',2.14
Gossamer Phantasm,Creature,Illusion,Planar Chaos,Common,2,Blue,True,False,True,False,b'Jon Foster',0.06
Merfolk Thaumaturgist,Creature,Merfolk Wizard,Planar Chaos,Common,3,Blue,True,False,True,False,b'Steve Prescott',0.12
Ovinize,Instant,None,Planar Chaos,Uncommon,2,Blue,True,False,True,False,b'Terese Nielsen',0.22
Piracy Charm,Instant,None,Planar Chaos,Common,1,Blue,True,False,True,False,b'John Avon',0.22
Primal Plasma,Creature,Elemental Shapeshifter,Planar Chaos,Common,4,Blue,True,False,True,True,b'Luca Zontini',0.08
Riptide Pilferer,Creature,Merfolk Rogue,Planar Chaos,Uncommon,2,Blue,True,False,True,False,b'Steve Prescott',0.2
Serendib Sorcerer,Creature,Human Wizard,Planar Chaos,Rare,3,Blue,True,False,True,True,b'Dan Scott',0.29
Serra Sphinx,Creature,Sphinx,Planar Chaos,Rare,5,Blue,True,False,True,False,b'Daren Bader',0.32
Big Game Hunter,Creature,Human Rebel Assassin,Planar Chaos,Uncommon,3,Black,True,False,True,True,b'Carl Critchlow',0.55
Blightspeaker,Creature,Human Rebel Cleric,Planar Chaos,Common,2,Black,True,False,True,True,b'Ron Spears',0.14
Brain Gorgers,Creature,Zombie,Planar Chaos,Common,4,Black,True,False,True,False,b'Kev Walker',0.2
Circle of Affliction,Enchantment,None,Planar Chaos,Uncommon,2,Black,True,False,True,False,b'Rob Alexander',0.21
Cradle to Grave,Instant,None,Planar Chaos,Common,2,Black,True,False,True,False,b'Dave Kendall',0.08
Dash Hopes,Instant,None,Planar Chaos,Common,2,Black,True,False,True,False,b'Zoltan Boros',0.64
Deadly Grub,Creature,Insect,Planar Chaos,Common,3,Black,True,False,True,False,b'E. M. Gist',0.07
Enslave,Enchantment,Aura,Planar Chaos,Uncommon,6,Black,True,False,True,True,b'Zoltan Boros',0.09
Extirpate,Instant,None,Planar Chaos,Rare,1,Black,True,False,True,True,b'Jon Foster',4.68
Imp's Mischief,Instant,None,Planar Chaos,Rare,2,Black,True,False,True,False,b'Thomas M. Baxa',8.68
Magus of the Coffers,Creature,Human Wizard,Planar Chaos,Rare,5,Black,True,False,True,True,b'Don Hazeltine',3.56
Midnight Charm,Instant,None,Planar Chaos,Common,1,Black,True,False,True,False,b'John Avon',0.12
Mirri the Cursed,Legendary Creature,Vampire Cat,Planar Chaos,Rare,4,Black,True,False,True,False,b'Kev Walker',1.57
Muck Drubb,Creature,Beast,Planar Chaos,Uncommon,5,Black,True,False,True,False,b'Jim Nelson',0.89
Phantasmagorian,Creature,Horror,Planar Chaos,Uncommon,7,Black,True,False,True,False,b'Steve Ellis',0.37
Ridged Kusite,Creature,Horror Spellshaper,Planar Chaos,Common,1,Black,True,False,True,False,b'rk post',0.07
Spitting Sliver,Creature,Sliver,Planar Chaos,Common,5,Black,True,False,True,False,b'Steve Ellis',0.19
Temporal Extortion,Sorcery,None,Planar Chaos,Rare,4,Black,True,False,True,False,b'Steven Belledin',8.32
Treacherous Urge,Instant,None,Planar Chaos,Uncommon,5,Black,True,False,True,False,b'Steven Belledin',0.23
Waning Wurm,Creature,Zombie Wurm,Planar Chaos,Uncommon,4,Black,True,False,True,False,b'Alan Pollack',0.14
Bog Serpent,Creature,Serpent,Planar Chaos,Common,6,Black,True,False,True,False,b'Thomas M. Baxa',0.08
Damnation,Sorcery,None,Planar Chaos,Rare,4,Black,True,False,True,True,b'Kev Walker',30.94
Dunerider Outlaw,Creature,Human Rebel Rogue,Planar Chaos,Uncommon,2,Black,True,False,True,False,b'Alan Pollack',0.12
Kor Dirge,Instant,None,Planar Chaos,Uncommon,3,Black,True,False,True,False,b'Alex Horley-Orlandelli',0.08
Melancholy,Enchantment,Aura,Planar Chaos,Common,3,Black,True,False,True,False,b'Lars Grant-West',0.08
Null Profusion,Enchantment,None,Planar Chaos,Rare,6,Black,True,False,True,False,b'Kev Walker',0.35
Rathi Trapper,Creature,Human Rebel Rogue,Planar Chaos,Common,2,Black,True,False,True,True,b'Pete Venters',0.07
Shrouded Lore,Sorcery,None,Planar Chaos,Uncommon,1,Black,True,False,True,True,b'Kev Walker',0.2
Vampiric Link,Enchantment,Aura,Planar Chaos,Common,1,Black,True,False,True,False,b'Kev Walker',0.34
Aether Membrane,Creature,Wall,Planar Chaos,Uncommon,3,Red,True,False,True,True,b'Zoltan Boros',0.69
"Akroma, Angel of Fury",Legendary Creature,Angel,Planar Chaos,Rare,8,Red,True,False,True,True,b'Daren Bader',1.45
Battering Sliver,Creature,Sliver,Planar Chaos,Common,6,Red,True,False,True,False,b'Greg Staples',0.27
Dust Corona,Enchantment,Aura,Planar Chaos,Common,1,Red,True,False,True,False,b'Luca Zontini',0.17
Fatal Frenzy,Instant,None,Planar Chaos,Rare,3,Red,True,False,True,False,b'Steve Ellis',0.4
Firefright Mage,Creature,Goblin Spellshaper,Planar Chaos,Common,1,Red,True,False,True,False,b'Greg Staples',0.1
Fury Charm,Instant,None,Planar Chaos,Common,2,Red,True,False,True,True,b'John Avon',0.11
Hammerheim Deadeye,Creature,Giant Warrior,Planar Chaos,Uncommon,4,Red,True,False,True,True,b'Carl Critchlow',0.05
Keldon Marauders,Creature,Human Warrior,Planar Chaos,Common,2,Red,True,False,True,True,b'Alex Horley-Orlandelli',0.22
Lavacore Elemental,Creature,Elemental,Planar Chaos,Uncommon,3,Red,True,False,True,False,b'E. M. Gist',0.13
Magus of the Arena,Creature,Human Wizard,Planar Chaos,Rare,6,Red,True,False,True,True,b'Thomas M. Baxa',0.17
Needlepeak Spider,Creature,Spider,Planar Chaos,Common,4,Red,True,False,True,False,b'Dany Orizio',0.1
Stingscourger,Creature,Goblin Warrior,Planar Chaos,Common,2,Red,True,False,True,True,b'Wayne Reynolds',0.16
Sulfur Elemental,Creature,Elemental,Planar Chaos,Uncommon,3,Red,True,False,True,False,b'Dave Kendall',0.56
Timecrafting,Instant,None,Planar Chaos,Uncommon,2,Red,True,False,True,False,b'Volkan Ba\xc7\xb5a',0.41
Torchling,Creature,Shapeshifter,Planar Chaos,Rare,5,Red,True,False,True,True,b'rk post',0.29
Volcano Hellion,Creature,Hellion,Planar Chaos,Rare,4,Red,True,False,True,False,b'Wayne Reynolds',0.62
Boom,Sorcery,None,Planar Chaos,Rare,2,Red,True,False,True,False,b'John Avon',2.45
Dead,Instant,None,Planar Chaos,Common,1,Red,True,False,True,False,b'Tomas Giorello',0.18
Rough,Sorcery,None,Planar Chaos,Uncommon,2,Red,True,False,True,True,b'Luca Zontini',0.23
Blood Knight,Creature,Human Knight,Planar Chaos,Uncommon,2,Red,True,False,True,True,b'Matt Cavotta',0.27
Brute Force,Instant,None,Planar Chaos,Common,1,Red,True,False,True,True,b'Wayne Reynolds',0.23
Molten Firebird,Creature,Phoenix,Planar Chaos,Rare,5,Red,True,False,True,False,b'Christopher Moeller',0.13
Prodigal Pyromancer,Creature,Human Wizard,Planar Chaos,Common,3,Red,True,False,True,True,b'Jeremy Jarvis',0.1
