id,names,supertypes,subtypes,set,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,artist,price,is_legendary
22969,Dauthi Marauder,Creature,Dauthi Minion,Tempest,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Andrew Robinson',0.14,FALSE
22970,Dauthi Mercenary,Creature,Dauthi Knight Mercenary,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.25,FALSE
22971,Dauthi Mindripper,Creature,Dauthi Minion,Tempest,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Allen Williams',0.22,FALSE
22972,Dauthi Slayer,Creature,Dauthi Soldier,Tempest,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.15,FALSE
22973,Death Pits of Rath,Enchantment,None,Tempest,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Joel Biske',0.63,FALSE
22974,Diabolic Edict,Instant,None,Tempest,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.42,FALSE
22975,Disturbed Burial,Sorcery,None,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Heather Hudson',0.23,FALSE
22976,Dread of Night,Enchantment,None,Tempest,Uncommon,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Thomas',0.55,FALSE
22977,Dregs of Sorrow,Sorcery,None,Tempest,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas Gianni',0.37,FALSE
22978,Endless Scream,Enchantment,Aura,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Joel Biske',0.16,FALSE
22979,Enfeeblement,Enchantment,Aura,Tempest,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.07,FALSE
22980,Evincar's Justice,Sorcery,None,Tempest,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Hannibal King',0.33,FALSE
22981,Extinction,Sorcery,None,Tempest,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Una Fricker',0.68,FALSE
22982,Fevered Convulsions,Enchantment,None,Tempest,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Miracola',0.56,FALSE
22983,Gravedigger,Creature,Zombie,Tempest,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.05,FALSE
22984,Imps' Taunt,Instant,None,Tempest,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Colin MacNeil',0.12,FALSE
22985,Kezzerdrix,Creature,Rabbit Beast,Tempest,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.32,FALSE
22986,Knight of Dusk,Creature,Human Knight,Tempest,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.21,FALSE
22987,Leeching Licid,Creature,Licid,Tempest,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Joel Biske',0.16,FALSE
22988,Living Death,Sorcery,None,Tempest,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Charles Gillespie',4.71,FALSE
22989,Maddening Imp,Creature,Imp,Tempest,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Zina Saunders',1.54,FALSE
22990,Marsh Lurker,Creature,Beast,Tempest,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Tom Kyffin',0.07,FALSE
22991,Mindwhip Sliver,Creature,Sliver,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Miracola',0.3,FALSE
22992,Minion of the Wastes,Creature,Minion,Tempest,Rare,6,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Scott Kirschner',0.37,FALSE
22993,Perish,Sorcery,None,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.28,FALSE
22994,Pit Imp,Creature,Imp,Tempest,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Phil Foglio',0.11,FALSE
22995,Rain of Tears,Sorcery,None,Tempest,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Charles Gillespie',0.31,FALSE
22996,Rats of Rath,Creature,Rat,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',0.16,FALSE
22997,Reanimate,Sorcery,None,Tempest,Uncommon,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Robert Bliss',12.12,FALSE
22998,Reckless Spite,Instant,None,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.17,FALSE
22999,Sadistic Glee,Enchantment,Aura,Tempest,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.23,FALSE
23000,Sarcomancy,Enchantment,None,Tempest,Rare,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',2.12,FALSE
23001,Screeching Harpy,Creature,Harpy Beast,Tempest,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Una Fricker',0.11,FALSE
23002,Servant of Volrath,Creature,Minion,Tempest,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Brian Sn\xc3\xb5ddy',0.06,FALSE
23003,Skyshroud Vampire,Creature,Vampire,Tempest,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Leach',0.11,FALSE
23004,Souldrinker,Creature,Spirit,Tempest,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.14,FALSE
23005,Spinal Graft,Enchantment,Aura,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.08,FALSE
23006,Aftershock,Sorcery,None,Tempest,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Hannibal King',0.2,FALSE
23007,Ancient Runes,Enchantment,None,Tempest,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Susan Van Camp',0.23,FALSE
23008,Apocalypse,Sorcery,None,Tempest,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Allen Williams',2.82,FALSE
23009,Barbed Sliver,Creature,Sliver,Tempest,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Scott Kirschner',0.23,FALSE
23010,Blood Frenzy,Instant,None,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Paolo Parente',0.12,FALSE
23011,Boil,Instant,None,Tempest,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jason Alexander Behnke',0.95,FALSE
23012,Canyon Drake,Creature,Drake,Tempest,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Quinton Hoover',0.31,FALSE
23013,Canyon Wildcat,Creature,Cat,Tempest,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Leach',0.12,FALSE
23014,Chaotic Goo,Creature,Ooze,Tempest,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Allen Williams',1.41,FALSE
23015,Crown of Flames,Enchantment,Aura,Tempest,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,"b""William O'Connor""",0.21,FALSE
23016,Deadshot,Sorcery,None,Tempest,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.23,FALSE
23017,Enraging Licid,Creature,Licid,Tempest,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Doug Chaffee',0.13,FALSE
23018,Firefly,Creature,Insect,Tempest,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Stephen Daniele',0.11,FALSE
23019,Fireslinger,Creature,Human Wizard,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Reitz',0.15,FALSE
23020,Flowstone Giant,Creature,Giant,Tempest,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Joel Biske',0.09,FALSE
23021,Flowstone Salamander,Creature,Salamander,Tempest,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Daniel Gelon',0.11,FALSE
23022,Flowstone Wyvern,Creature,Drake,Tempest,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Daniele',0.24,FALSE
23023,Furnace of Rath,Enchantment,None,Tempest,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',4.32,FALSE
23024,Giant Strength,Enchantment,Aura,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.08,FALSE
23025,Goblin Bombardment,Enchantment,None,Tempest,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brian Sn\xc3\xb5ddy',5.96,FALSE
23026,Hand to Hand,Enchantment,None,Tempest,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Carl Frank',0.29,FALSE
23027,Havoc,Enchantment,None,Tempest,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Donato Giancola',0.14,FALSE
23028,Heart Sliver,Creature,Sliver,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.51,FALSE
23029,Jackal Pup,Creature,Jackal,Tempest,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Susan Van Camp',0.21,FALSE
23030,Kindle,Instant,None,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.08,FALSE
23031,Lightning Blast,Instant,None,Tempest,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Thomas',0.05,FALSE
23032,Lightning Elemental,Creature,Elemental,Tempest,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.08,FALSE
23033,Lowland Giant,Creature,Giant,Tempest,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Paolo Parente',0.06,FALSE
23034,Magmasaur,Creature,Elemental Dinosaur,Tempest,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Gelon',0.35,FALSE
23035,Mogg Conscripts,Creature,Goblin,Tempest,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.36,FALSE
23036,Mogg Fanatic,Creature,Goblin,Tempest,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',0.23,FALSE
23037,Mogg Raider,Creature,Goblin,Tempest,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brian Sn\xc3\xb5ddy',0.33,FALSE
23038,Mogg Squad,Creature,Goblin,Tempest,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Joel Biske',0.1,FALSE
23039,No Quarter,Enchantment,None,Tempest,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Doug Chaffee',0.22,FALSE
23040,Opportunist,Creature,Human Soldier,Tempest,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Dan Frazier',0.1,FALSE
23041,Pallimud,Creature,Beast,Tempest,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Quinton Hoover',0.23,FALSE
23042,Rathi Dragon,Creature,Dragon,Tempest,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.38,FALSE
23043,Renegade Warlord,Creature,Human Soldier,Tempest,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.1,FALSE
23044,Rolling Thunder,Sorcery,None,Tempest,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Thomas',0.26,FALSE
23045,Sandstone Warrior,Creature,Human Soldier Warrior,Tempest,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Daniele',0.07,FALSE
23046,Scorched Earth,Sorcery,None,Tempest,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Nicola Leonard',0.48,FALSE
23047,Searing Touch,Instant,None,Tempest,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.19,FALSE
23048,Shadowstorm,Sorcery,None,Tempest,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.1,FALSE
23049,Shatter,Instant,None,Tempest,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jason Alexander Behnke',0.05,FALSE
23050,Shocker,Creature,Insect,Tempest,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Thomas M. Baxa',0.66,FALSE
23051,Starke of Rath,Creature,Human Rogue,Tempest,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Frazier',0.65,TRUE
23052,Stone Rain,Sorcery,None,Tempest,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.14,FALSE
23053,Stun,Instant,None,Tempest,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Terese Nielsen',0.17,FALSE
23054,Sudden Impact,Instant,None,Tempest,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Alan Pollack',0.11,FALSE
23055,Tahngarth's Rage,Enchantment,Aura,Tempest,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Hannibal King',0.17,FALSE
23056,Tooth and Claw,Enchantment,None,Tempest,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Val Mayerik',0.32,FALSE
23057,Wall of Diffusion,Creature,Wall,Tempest,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.13,FALSE
23058,Wild Wurm,Creature,Wurm,Tempest,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Randy Elliott',0.16,FALSE
23059,Aluren,Enchantment,None,Tempest,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'April Lee',33.28,FALSE
23060,Apes of Rath,Creature,Ape,Tempest,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Laubenstein',0.13,FALSE
23061,Bayou Dragonfly,Creature,Insect,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'DiTerlizzi',0.1,FALSE
23062,Broken Fall,Enchantment,None,Tempest,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Zina Saunders',0.18,FALSE
23063,Canopy Spider,Creature,Spider,Tempest,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.1,FALSE
23064,Charging Rhino,Creature,Rhino,Tempest,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.1,FALSE
23065,Choke,Enchantment,None,Tempest,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Terese Nielsen',3.35,FALSE
23066,Crazed Armodon,Creature,Elephant,Tempest,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Gary Leach',0.29,FALSE
23067,Dirtcowl Wurm,Creature,Wurm,Tempest,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Frazier',0.76,FALSE
23068,Earthcraft,Enchantment,None,Tempest,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Banned,FALSE,b'Randy Gallegos',67.66,FALSE
23069,Eladamri's Vineyard,Enchantment,None,Tempest,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Ron Chironna',2.17,FALSE
23070,Eladamri Lord of Leaves,Creature,Elf Warrior,Tempest,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Ron Chironna',15.5,TRUE
23071,Elven Warhounds,Creature,Dog,Tempest,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Kev Walker',0.39,FALSE
23072,Elvish Fury,Instant,None,Tempest,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Quinton Hoover',0.07,FALSE
23073,Flailing Drake,Creature,Drake,Tempest,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Heather Hudson',0.15,FALSE
23074,Frog Tongue,Enchantment,Aura,Tempest,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Phil Foglio',0.16,FALSE
23075,Fugitive Druid,Creature,Human Druid,Tempest,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Quinton Hoover',0.25,FALSE
23076,Harrow,Instant,None,Tempest,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Eric David Anderson',0.34,FALSE
23077,Heartwood Dryad,Creature,Dryad,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.13,FALSE
23078,Heartwood Giant,Creature,Giant,Tempest,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Elliott',0.24,FALSE
23079,Heartwood Treefolk,Creature,Treefolk,Tempest,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Daren Bader',0.22,FALSE
23080,Horned Sliver,Creature,Sliver,Tempest,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Allen Williams',4.76,FALSE
23081,Krakilin,Creature,Beast,Tempest,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Kane Ferguson',0.26,FALSE
23082,Mirri's Guile,Enchantment,None,Tempest,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',21.81,FALSE
23083,Mongrel Pack,Creature,Dog,Tempest,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Miracola',1.12,FALSE
23084,Muscle Sliver,Creature,Sliver,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Kane Ferguson',0.95,FALSE
23085,Natural Spring,Sorcery,None,Tempest,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Susan Van Camp',0.06,FALSE
23086,Nature's Revolt,Enchantment,None,Tempest,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.82,FALSE
23087,Needle Storm,Sorcery,None,Tempest,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Val Mayerik',0.08,FALSE
23088,Nurturing Licid,Creature,Licid,Tempest,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Mark Poole',0.11,FALSE
23089,Overrun,Sorcery,None,Tempest,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.28,FALSE
23090,Pincher Beetles,Creature,Insect,Tempest,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Daniele',0.06,FALSE
23091,Rampant Growth,Sorcery,None,Tempest,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom Kyffin',0.33,FALSE
23092,Reality Anchor,Instant,None,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.07,FALSE
23093,Reap,Instant,None,Tempest,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Ron Chironna',4.75,FALSE
23094,Recycle,Enchantment,None,Tempest,Rare,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Phil Foglio',1.73,FALSE
23095,Respite,Instant,None,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.2,FALSE
23096,Root Maze,Enchantment,None,Tempest,Rare,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',3.41,FALSE
23097,Rootbreaker Wurm,Creature,Wurm,Tempest,Common,7,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Kane Ferguson',0.09,FALSE
23098,Rootwalla,Creature,Lizard,Tempest,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Roger Raupp',0.08,FALSE
23099,Scragnoth,Creature,Beast,Tempest,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Laubenstein',0.15,FALSE
23100,Seeker of Skybreak,Creature,Elf,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.31,FALSE
23101,Skyshroud Elf,Creature,Elf Druid,Tempest,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.15,FALSE
23102,Skyshroud Ranger,Creature,Elf,Tempest,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Luke',0.42,FALSE
23103,Skyshroud Troll,Creature,Troll Giant,Tempest,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.08,FALSE
23104,Spike Drone,Creature,Spike Drone,Tempest,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Charles Gillespie',0.11,FALSE
23105,Storm Front,Enchantment,None,Tempest,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,"b""William O'Connor""",0.19,FALSE
23106,Trained Armodon,Creature,Elephant,Tempest,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Leach',0.07,FALSE
23107,Tranquility,Sorcery,None,Tempest,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Margaret Organ-Kean',0.11,FALSE
23108,Trumpeting Armodon,Creature,Elephant,Tempest,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Leach',0.15,FALSE
23109,Verdant Force,Creature,Elemental,Tempest,Rare,8,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',1.07,FALSE
23110,Verdigris,Instant,None,Tempest,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Zina Saunders',0.13,FALSE
23111,Winter's Grasp,Sorcery,None,Tempest,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom W\xc3\xa4nerstrand',0.3,FALSE
23112,Dracoplasm,Creature,Shapeshifter,Tempest,Rare,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Andrew Robinson',0.32,FALSE
23113,Lobotomy,Sorcery,None,Tempest,Uncommon,4,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.14,FALSE
23114,Ranger en-Vec,Creature,Human Soldier Archer,Tempest,Uncommon,3,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Elliott',0.12,FALSE
23115,Segmented Wurm,Creature,Wurm,Tempest,Uncommon,5,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.09,FALSE
23116,Selenia Dark Angel,Creature,Angel,Tempest,Rare,5,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',2.71,TRUE
23117,Sky Spirit,Creature,Spirit,Tempest,Uncommon,3,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.17,FALSE
23118,Soltari Guerrillas,Creature,Soltari Soldier,Tempest,Rare,4,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Val Mayerik',0.59,FALSE
23119,Spontaneous Combustion,Instant,None,Tempest,Uncommon,3,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Doug Chaffee',0.09,FALSE
23120,Vhati il-Dal,Creature,Human Warrior,Tempest,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',1.62,TRUE
23121,Wood Sage,Creature,Human Druid,Tempest,Rare,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Paolo Parente',0.25,FALSE
23122,Altar of Dementia,Artifact,None,Tempest,Rare,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',6.36,FALSE
23123,Booby Trap,Artifact,None,Tempest,Rare,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Doug Chaffee',0.35,FALSE
23124,Bottle Gnomes,Artifact Creature,Gnome,Tempest,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kaja Foglio',0.2,FALSE
23125,Coiled Tinviper,Artifact Creature,Snake,Tempest,Common,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',0.1,FALSE
23126,Cold Storage,Artifact,None,Tempest,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Greg Simanson',2.28,FALSE
23127,Cursed Scroll,Artifact,None,Tempest,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',7.05,FALSE
23128,Echo Chamber,Artifact,None,Tempest,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Donato Giancola',0.31,FALSE
23129,Emerald Medallion,Artifact,None,Tempest,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Sue Ellen Brown',5.56,FALSE
23130,Emmessi Tome,Artifact,None,Tempest,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom W\xc3\xa4nerstrand',0.23,FALSE
23131,Energizer,Artifact Creature,Juggernaut,Tempest,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Val Mayerik',0.25,FALSE
23132,Essence Bottle,Artifact,None,Tempest,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Donato Giancola',0.1,FALSE
23133,Excavator,Artifact,None,Tempest,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Tom Kyffin',0.12,FALSE
23134,Flowstone Sculpture,Artifact Creature,Shapeshifter,Tempest,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Hannibal King',0.28,FALSE
23135,Fool's Tome,Artifact,None,Tempest,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Julie Baroh',0.25,FALSE
23136,Grindstone,Artifact,None,Tempest,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Simanson',15.49,FALSE
