id,names,supertypes,MAX(set_year),rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary,edhrec
20105,Flaring Pain,Instant,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.74,FALSE,55
20106,Fledgling Dragon,Creature,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.53,FALSE,95
20107,Goretusk Firebeast,Creature,2002,Common,6,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,21
20108,Infectious Rage,Enchantment,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,17
20109,Jeska Warrior Adept,Creature,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.2,TRUE,305
20110,Lava Dart,Instant,2002,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,234
20111,Liberated Dwarf,Creature,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,9
20112,Lightning Surge,Sorcery,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.21,FALSE,26
20113,Planar Chaos,Enchantment,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.65,FALSE,1643
20114,Shaman's Trance,Instant,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.34,FALSE,27
20115,Soulgorger Orgg,Creature,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,30
20116,Spellgorger Barbarian,Creature,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,20
20117,Swelter,Sorcery,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,0
20118,Swirling Sandstorm,Sorcery,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.56,FALSE,48
20119,Worldgorger Dragon,Creature,2002,Rare,6,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,10.11,FALSE,2606
20120,Anurid Barkripper,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,17
20121,Anurid Swarmsnapper,Creature,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,19
20122,Battlefield Scrounger,Creature,2002,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,31
20123,Brawn,Creature,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.38,FALSE,4789
20124,Canopy Claws,Instant,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,10
20125,Centaur Rootcaster,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,158
20126,Crush of Wurms,Sorcery,2002,Rare,9,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.01,FALSE,342
20127,Elephant Guide,Enchantment,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,177
20128,Epic Struggle,Enchantment,2002,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.86,FALSE,534
20129,Erhnam Djinn,Creature,2002,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,17
20130,Exoskeletal Armor,Enchantment,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,97
20131,Folk Medicine,Instant,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,14
20132,Forcemage Advocate,Creature,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,53
20133,Genesis,Creature,2002,Rare,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,2.02,FALSE,4656
20134,Giant Warthog,Creature,2002,Common,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,31
20135,Grizzly Fate,Sorcery,2002,Uncommon,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.33,FALSE,917
20136,Harvester Druid,Creature,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,455
20138,Krosan Reclamation,Instant,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,206
20139,Krosan Wayfarer,Creature,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.3,FALSE,574
20140,Living Wish,Sorcery,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.59,FALSE,94
20141,Nantuko Tracer,Creature,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,182
20142,Nullmage Advocate,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,314
20143,Phantom Centaur,Creature,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,71
20144,Phantom Nantuko,Creature,2002,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,386
20145,Phantom Tiger,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,110
20146,Seedtime,Instant,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,5.07,FALSE,462
20147,Serene Sunset,Instant,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,57
20148,Sudden Strength,Instant,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,23
20149,Sylvan Safekeeper,Creature,2002,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,8.67,FALSE,9512
20150,Thriss Nantuko Primus,Creature,2002,Rare,7,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,TRUE,127
20151,Tunneler Wurm,Creature,2002,Uncommon,8,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,26
20152,Venomous Vines,Sorcery,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.04,FALSE,10
20153,Anurid Brushhopper,Creature,2002,Rare,3,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,9
20154,Hunting Grounds,Enchantment,2002,Rare,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,13.02,FALSE,509
20155,Mirari's Wake,Enchantment,2002,Rare,5,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,18.41,FALSE,21478
20156,Phantom Nishoba,Creature,2002,Rare,7,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.83,FALSE,863
20157,Krosan Verge,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.05,FALSE,18851
20158,Nantuko Monastery,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,241
20159,Riftstone Portal,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.99,FALSE,983
20160,Angel of Retribution,Creature,2002,Rare,7,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,48
20161,Aven Trooper,Creature,2002,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,13
20162,Cleansing Meditation,Sorcery,2002,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.33,FALSE,831
20163,Equal Treatment,Instant,2002,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.22,FALSE,49
20164,Floating Shield,Enchantment,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,60
20165,Frantic Purification,Instant,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,39
20166,Hypochondria,Enchantment,2002,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,8
20167,Major Teroh,Creature,2002,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.43,TRUE,198
20168,Militant Monk,Creature,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.01,FALSE,5
20169,Morningtide,Sorcery,2002,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.31,FALSE,52
20170,Mystic Familiar,Creature,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,46
20172,Possessed Nomad,Creature,2002,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,9
20173,Reborn Hero,Creature,2002,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,12
20174,Spirit Flare,Instant,2002,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,6
20175,Stern Judge,Creature,2002,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,52
20176,Strength of Isolation,Enchantment,2002,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,57
20177,Teroh's Faithful,Creature,2002,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,8
20178,Teroh's Vanguard,Creature,2002,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,3
20179,Transcendence,Enchantment,2002,Rare,6,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.77,FALSE,312
20180,Vengeful Dreams,Instant,2002,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,37
20181,Alter Reality,Instant,2002,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.42,FALSE,234
20183,Aquamoeba,Creature,2002,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,63
20184,Balshan Collaborator,Creature,2002,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,3
20185,Breakthrough,Sorcery,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.31,FALSE,487
20186,Cephalid Aristocrat,Creature,2002,Common,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,70
20187,Cephalid Illusionist,Creature,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.94,FALSE,767
20188,Cephalid Sage,Creature,2002,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,91
20189,Cephalid Snitch,Creature,2002,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,37
20190,Cephalid Vandal,Creature,2002,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.3,FALSE,75
20191,Churning Eddy,Sorcery,2002,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,21
20192,Circular Logic,Instant,2002,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.56,FALSE,561
20193,Compulsion,Enchantment,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,387
20194,Coral Net,Enchantment,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,9
20195,Deep Analysis,Sorcery,2002,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,5792
20196,False Memories,Instant,2002,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,5
20198,Hydromorph Guardian,Creature,2002,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,41
20199,Hydromorph Gull,Creature,2002,Uncommon,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,44
20200,Liquify,Instant,2002,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,13
20201,Llawan Cephalid Empress,Creature,2002,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.19,TRUE,286
20202,Obsessive Search,Instant,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,609
20204,Possessed Aven,Creature,2002,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,8
20205,Retraced Image,Sorcery,2002,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.57,FALSE,173
20206,Skywing Aven,Creature,2002,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,72
20207,Stupefying Touch,Enchantment,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,214
20208,Turbulent Dreams,Sorcery,2002,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.48,FALSE,287
20209,Boneshard Slasher,Creature,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,5
20210,Cabal Ritual,Instant,2002,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,3.84,FALSE,7700
20211,Cabal Surgeon,Creature,2002,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.04,FALSE,18
20212,Cabal Torturer,Creature,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,19
20213,Carrion Rats,Creature,2002,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,74
20214,Carrion Wurm,Creature,2002,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,11
20215,Chainer Dementia Master,Creature,2002,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,6.24,TRUE,1813
20216,Chainer's Edict,Sorcery,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.35,FALSE,577
20217,Crippling Fatigue,Sorcery,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,11
20218,Dawn of the Dead,Enchantment,2002,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.52,FALSE,545
20220,Gloomdrifter,Creature,2002,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,48
20221,Gravegouger,Creature,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,14
20222,Grotesque Hybrid,Creature,2002,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,35
20223,Hypnox,Creature,2002,Rare,11,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.52,FALSE,158
20224,Ichorid,Creature,2002,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.97,FALSE,111
20225,Insidious Dreams,Instant,2002,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,10.5,FALSE,1712
20226,Laquatus's Champion,Creature,2002,Rare,6,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.46,FALSE,42
20227,Last Laugh,Enchantment,2002,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.46,FALSE,311
20228,Mesmeric Fiend,Creature,2002,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,528
20231,Mortiphobia,Enchantment,2002,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,15
20234,Organ Grinder,Creature,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,15
20235,Psychotic Haze,Instant,2002,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.21,FALSE,601
20236,Putrid Imp,Creature,2002,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.39,FALSE,1445
20237,Rancid Earth,Sorcery,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.34,FALSE,116
20238,Restless Dreams,Sorcery,2002,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,371
20240,Shade's Form,Enchantment,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,413
20241,Shambling Swarm,Creature,2002,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.36,FALSE,199
20242,Sickening Dreams,Sorcery,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,628
20243,Slithery Stalker,Creature,2002,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,17
20244,Soul Scourge,Creature,2002,Common,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,6
20245,Strength of Lunacy,Enchantment,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.45,FALSE,647
20246,Unhinge,Sorcery,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,11
20247,Waste Away,Instant,2002,Common,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,5
20248,Zombie Trailblazer,Creature,2002,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.71,FALSE,422
20249,Accelerate,Instant,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.63,FALSE,1522
20250,Balthor the Stout,Creature,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,TRUE,74
20251,Barbarian Outcast,Creature,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,3
20252,Crackling Club,Enchantment,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,25
20253,Crazed Firecat,Creature,2002,Uncommon,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.31,FALSE,325
20254,Devastating Dreams,Sorcery,2002,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.56,FALSE,129
20255,Enslaved Dwarf,Creature,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,8
20257,Flaming Gambit,Instant,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,24
20258,Flash of Defiance,Sorcery,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.03,FALSE,10
20260,Hell-Bent Raider,Creature,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,24
20261,Kamahl's Sledge,Sorcery,2002,Common,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.03,FALSE,5
20262,Longhorn Firebeast,Creature,2002,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,9
20263,Overmaster,Sorcery,2002,Rare,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.63,FALSE,545
20264,Pardic Arsonist,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,24
20265,Pardic Collaborator,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,2
20266,Pardic Lancer,Creature,2002,Common,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,15
20267,Petradon,Creature,2002,Rare,8,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,FALSE,22
20268,Petravark,Creature,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,31
20269,Pitchstone Wall,Creature,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,40
20270,Possessed Barbarian,Creature,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.22,FALSE,4
20271,Pyromania,Enchantment,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,15
20272,Radiate,Instant,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.24,FALSE,705
20273,Skullscorch,Sorcery,2002,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.37,FALSE,28
20274,Sonic Seizure,Instant,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,20
20275,Temporary Insanity,Instant,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,82
20276,Violent Eruption,Instant,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,1284
20277,Acorn Harvest,Sorcery,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,172
20278,Anurid Scavenger,Creature,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,47
20279,Arrogant Wurm,Creature,2002,Uncommon,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.58,FALSE,54
20280,Basking Rootwalla,Creature,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,119
20281,Centaur Chieftain,Creature,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,44
20282,Centaur Veteran,Creature,2002,Common,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,3
20283,Dwell on the Past,Sorcery,2002,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,31
20284,Far Wanderings,Sorcery,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.38,FALSE,6242
20285,Gurzigost,Creature,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,53
20286,Insist,Sorcery,2002,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.43,FALSE,168
20287,Invigorating Falls,Sorcery,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,31
20288,Krosan Constrictor,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,35
20289,Krosan Restorer,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.51,FALSE,1721
20290,Nantuko Blightcutter,Creature,2002,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,36
20291,Nantuko Calmer,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,17
20292,Nantuko Cultivator,Creature,2002,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,345
20293,Narcissism,Enchantment,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,17
20294,Nostalgic Dreams,Sorcery,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.02,FALSE,691
20295,Parallel Evolution,Sorcery,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,3.21,FALSE,513
20296,Possessed Centaur,Creature,2002,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,12
20297,Seton's Scout,Creature,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,27
20298,Cabal Coffers,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,67.12,FALSE,23922
20299,Tainted Field,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.58,FALSE,11517
20300,Tainted Isle,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.95,FALSE,7186
20301,Tainted Peak,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.72,FALSE,5144
20302,Tainted Wood,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.06,FALSE,11741
20303,Aegis of Honor,Enchantment,2001,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.56,FALSE,98
20304,Ancestral Tribute,Sorcery,2001,Rare,7,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,FALSE,27
20306,Animal Boneyard,Enchantment,2001,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.22,FALSE,132
20308,Aven Archer,Creature,2001,Uncommon,5,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,16
20311,Aven Shrine,Enchantment,2001,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,14
20312,Balancing Act,Sorcery,2001,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.51,FALSE,137
20313,Beloved Chaplain,Creature,2001,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,188
20315,Cantivore,Creature,2001,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.29,FALSE,14
20316,Cease-Fire,Instant,2001,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,27
20317,Confessor,Creature,2001,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,51
20318,Dedicated Martyr,Creature,2001,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,9
20319,Delaying Shield,Enchantment,2001,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.16,FALSE,557
20320,Devoted Caretaker,Creature,2001,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.28,FALSE,280
20321,Divine Sacrament,Enchantment,2001,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.1,FALSE,298
20322,Dogged Hunter,Creature,2001,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,7
20323,Earnest Fellowship,Enchantment,2001,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.4,FALSE,160
20324,Embolden,Instant,2001,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,9
